37780_at,1462_s_at,37985_at,34361_at,37277_at,32794_g_at,36029_at,38915_at,32287_s_at,36808_at,32249_at,33777_at,31900_at,36377_at,33238_at,1065_at,36490_s_at,35362_at,771_s_at,38319_at,1405_i_at,33145_at,36455_at,38819_at,41097_at,675_at,619_s_at,41198_at,37829_at,41049_at,36591_at,38533_s_at,35193_at,2059_s_at,1104_s_at,34990_at,40954_at,35792_at,1997_s_at,656_at,40463_at,40715_at,35994_at,34665_g_at,41685_at,41468_at,296_at,31742_at,35974_at,32649_at,577_at,38604_at,38051_at,35246_at,37889_at,35791_at,41504_s_at,40708_at,37419_g_at,36856_at,37401_g_at,1536_at,40775_at,36799_at,38803_at,32227_at,41745_at,40688_at,36392_at,33910_at,35862_at,1814_at,39261_at,38620_at,717_at,40377_at,1637_at,34730_g_at,37602_at,1737_s_at,1731_at,245_at,38884_at,35863_g_at,37918_at,36787_at,36874_at,37695_at,36906_at,35936_g_at,39576_at,32625_at,189_s_at,40749_at,33856_at,1426_at,40720_at,36108_at,37571_at,910_at,class
-0.33667,-0.55138,-0.48591,-0.63549,-0.86664,-0.35821,-0.40642,-0.86862,-0.3712,-0.77187,-0.34161,-0.52805,-0.70077,-0.72436,-0.44797,-0.11852,-0.49118,-0.5324,-0.32973,-0.38637,-0.1764,-0.66326,-0.56692,-0.84707,-0.2938,-0.47886,-0.38519,-0.79723,-0.28519,-0.51829,-0.77672,-0.47136,-0.42657,-0.48615,-0.77251,-0.08158,-0.36132,-0.511,-0.88494,-0.33579,-0.66586,-0.65313,-0.816,-0.66676,-0.36626,-0.33747,-0.66772,-0.3822,-0.37386,-0.45178,-0.63918,0.43625,-0.35086,-0.41233,-0.68832,-0.63028,-0.34915,-0.76575,-0.72823,-0.86475,-0.52404,-0.62922,-0.51553,-0.66386,-0.78816,-0.52556,-0.55171,-0.44185,-0.85875,-0.59276,-0.4686,-0.55461,-0.96788,-0.73471,-0.49587,-0.53734,-0.64582,-0.59084,-0.71301,-0.39715,-0.3647,-0.70497,-0.38275,-0.63281,-0.51149,-0.54415,-0.52243,-0.46811,-0.37839,-0.8856,-0.77593,-0.17158,-0.59626,-0.31511,-0.10006,-0.74481,-0.76169,-0.53228,-0.54189,-0.82879,before Th
6.99488,2.62336,0.08341,-0.11344,1.2815,-0.33839,-0.33017,0.53597,-0.35901,-0.42419,-0.16674,-0.21814,-0.24581,-0.31022,-0.21572,-0.26993,1.07355,3.45833,0.00658,-0.3919,-0.65385,1.27358,-0.30713,0.76645,3.18441,-0.43234,0.12341,0.86075,0.40942,0.02646,0.66922,0.47298,0.03469,-0.26515,0.29241,-0.48685,-0.30235,-0.24491,-0.06467,0.23622,-0.93549,-0.45035,2.71227,-0.47928,0.75052,-0.28269,-0.29911,1.87652,-0.43713,-0.39413,2.68301,1.95564,-0.28142,-0.37093,0.03464,0.65172,-0.44541,-0.77044,0.54925,-0.19136,0.69642,1.28492,-0.12385,1.35298,0.23112,-0.46615,0.65639,-0.39638,-0.2838,-0.40648,-0.00382,0.20166,0.30169,0.87297,-0.47178,0.44396,0.2838,-0.66299,1.22152,-0.64155,0.93404,-0.28999,-0.24321,-0.57636,-0.9044,0.5666,0.19185,0.29042,-0.08628,-0.3341,0.78931,-0.09849,0.50029,-0.23693,3.51705,-0.63564,-0.26576,-0.48603,-0.45015,1.49381,before Th
-0.29794,-0.64469,-0.98746,-0.82493,-0.77681,-0.37185,-0.37121,-0.95598,-0.18416,-0.75129,-0.06687,-0.46333,-0.701,-0.51144,-0.48694,-0.56099,-0.88078,0.00018,-0.22076,-0.41262,-0.01726,-0.86493,-0.17985,-0.73429,0.22476,-0.57852,-0.5017,-0.5594,0.18086,-0.54072,-0.49472,0.0501,-0.37554,-0.48179,-0.88165,-0.16213,-0.31808,-0.497,-1.01343,0.05265,-0.75904,-0.30843,-0.43484,-0.6711,-0.63304,-0.32523,-0.55218,-0.6045,-0.54184,-0.44715,0.03603,-0.38739,-0.347,-0.67572,-0.46405,-0.83385,-0.28353,-0.91022,-0.22186,-0.62078,0.22119,-0.7975,-0.44826,-0.63884,-0.73598,-0.59336,-0.6737,-0.44124,-0.51256,-0.59471,-0.70361,-0.71534,-1.07387,-0.78185,-0.40639,-0.99397,-0.4504,-0.65801,-0.70858,-0.53722,-0.29557,-0.71072,-0.38405,0.17599,-0.9218,-0.69603,-0.50633,-0.69442,-0.28544,-0.65589,-0.61531,-0.35052,-0.3945,-0.39396,-0.41024,-0.86181,-0.87238,0.04166,-0.45563,-0.58613,before Th
-0.34579,4.26859,1.90626,2.48164,2.1658,0.92338,-0.33608,2.2716,-0.19872,1.74063,0.42808,2.05932,-0.22159,-0.53973,2.05293,-0.50062,0.57942,-0.53085,0.68183,1.77958,0.31498,1.75089,-0.41425,-0.69013,-0.47958,2.87922,-0.07718,0.10359,-0.20955,1.71488,0.25401,-0.34681,-0.2337,1.78032,-0.83852,-0.0133,2.07677,-0.21466,0.65258,3.00507,0.6954,-0.51734,0.32416,0.3308,-0.4742,0.76458,1.79476,0.45436,-0.39218,2.71197,0.70109,-0.57613,3.95958,-0.54553,0.20926,1.2754,-0.25878,1.72659,0.05875,-0.60927,-0.47829,2.79158,1.56737,-0.7476,1.83235,-0.2891,0.09523,1.0954,3.2595,2.79622,-0.46945,-0.18632,1.06064,-0.02077,-0.06803,0.58269,1.93475,2.05798,2.73639,-0.55651,0.05421,1.76475,0.06691,-0.53925,0.90266,-0.3224,1.39093,0.14817,-0.32436,1.3893,0.83058,-0.67329,0.19535,-0.36563,-0.63922,1.39209,0.61271,-0.5175,-0.42309,2.13162,before Th
-0.22693,0.10664,0.50288,1.63028,-0.44949,-0.29815,0.21028,0.25895,0.49702,-0.25503,-0.24673,-0.39459,1.45837,-0.63534,-0.36028,1.64689,0.03777,0.12763,-0.24879,-0.33638,0.35048,-0.32967,-0.49011,1.12602,-0.01424,0.31234,-0.15521,1.92538,-0.17638,-0.6269,-0.13535,-0.24086,0.01355,-0.37446,1.2286,0.09472,-0.17568,-0.2218,0.56806,-0.03202,0.10049,0.19839,-0.22115,-0.46073,-0.4861,0.03063,0.0576,-0.23464,0.59442,-0.39198,0.73966,0.91398,-0.32228,0.15668,1.11436,-0.40758,0.4528,-0.76209,0.22483,-0.1986,0.23402,0.43844,-0.48996,0.02466,3.61385,0.42089,0.74621,-0.34789,-0.22694,-0.06577,-0.34161,1.35853,0.4411,1.68482,0.39165,-0.89866,-0.28658,0.4577,0.96678,2.36003,-0.2539,-0.06061,0.79714,1.75024,3.9205,-0.04046,-0.40393,-0.59996,-0.4388,0.87598,-0.5771,1.44562,1.53014,-0.20286,-0.7735,-0.54216,0.18258,0.65889,-0.46187,2.4859,before Th
-0.21507,-0.45867,0.45368,0.35587,-0.55553,4.1866,-0.30787,3.25986,0.81225,-0.48778,1.60764,0.30123,-0.06516,-0.1868,3.78688,-0.59028,-0.86697,-0.38344,0.16691,2.51131,-0.44093,1.36244,1.50839,-0.34087,-0.59239,0.04708,0.33868,-0.19394,-0.15017,-0.55791,-0.92582,-0.26261,0.7095,3.35862,-0.71124,1.93088,4.50495,0.03785,0.10536,0.41406,0.91663,1.1768,-0.55755,-0.38921,5.22202,0.57538,-0.37183,0.25584,-0.32787,2.3269,-0.78994,-0.49778,3.38122,-0.36167,0.01558,-0.58884,0.52662,-0.3813,0.09031,2.36771,-0.39149,-0.70588,1.30559,-0.78911,-0.20284,-0.1847,-0.63201,2.382,0.28656,3.83662,-0.36979,-0.12405,1.18745,-0.79091,1.68611,3.39881,-0.02669,3.01663,-0.10651,-0.73576,1.46948,0.05051,0.90184,0.01227,1.26896,0.24566,2.01163,0.2044,-0.32571,1.53592,-0.09437,-0.54465,0.35129,-0.33843,1.60883,0.76777,0.04299,-0.45564,-0.42064,-0.95931,before Th
-0.29886,-0.28894,-1.01195,-0.26224,3.3372,-0.25183,4.00429,-0.41724,0.44034,-0.06124,-0.19267,-0.18581,-0.42135,0.34002,-0.2791,0.42866,-0.7012,-0.50564,-0.05905,-0.26024,-0.31822,2.55309,0.41305,-0.62074,-0.20546,0.16055,-0.48357,-0.58798,0.01094,-0.5708,-0.79324,-0.37008,-0.33072,-0.29941,0.69101,-0.49351,-0.24684,-0.29729,0.45191,0.02376,1.73041,-0.50736,-0.17465,1.43797,-0.23123,-0.33797,-0.70712,1.38434,-0.37127,-0.28571,0.65938,-0.08114,-0.33154,-0.05496,0.46237,-0.23676,1.9762,-0.78597,0.07806,-0.64955,-0.14573,-0.11168,-0.02923,-0.15762,-0.60059,-0.0129,1.42773,-0.31707,-0.35663,-0.38442,-0.06611,1.81448,-0.73155,-0.90242,0.28699,0.65124,-0.2856,-0.61481,-0.2442,-0.62728,0.76939,-0.55956,-0.3039,-0.45957,-0.88408,-0.42743,-0.43882,-0.42528,2.07082,-0.82803,-0.68473,-0.57103,-0.68705,0.00911,0.35803,0.88344,-0.31728,-0.41858,-0.25398,0.30659,before Th
1.87792,-0.53637,-0.13987,-0.30476,-0.68477,-0.28191,-0.38694,-0.27369,-0.25987,-0.59647,-0.27948,-0.38226,-0.25723,-0.47509,-0.32464,-0.45408,-0.72899,1.96014,-0.31009,-0.27384,-0.63944,1.03664,1.57774,-0.32179,2.74916,-0.10378,0.01296,-0.47078,1.52252,0.2857,0.08804,-0.36985,-0.21328,-0.22154,0.95232,-0.37136,-0.22415,-0.12251,-0.25093,-0.31369,1.11415,-0.21823,2.01499,-0.14191,0.15304,-0.21853,0.05095,-0.26716,-0.38349,-0.37415,2.39434,1.19586,-0.33966,-0.39762,1.29635,0.47288,-0.07724,-0.63169,-0.22428,3.72978,2.29322,-0.31002,-0.39315,1.94023,0.28881,-0.2689,0.94066,-0.37066,-0.4452,0.30755,1.98839,0.05209,0.29304,0.93371,-0.31973,-0.58948,-0.00385,0.34953,-0.27562,-0.16489,0.54266,-0.4601,-0.11865,-0.25437,-0.40845,-0.25351,-0.42989,0.2321,-0.26555,-0.84645,1.06239,1.69835,0.02776,0.23862,1.44207,-0.20312,0.07763,-0.51383,-0.44636,0.0198,before Th
-0.34463,-0.51736,0.37635,0.01258,-0.4517,-0.37555,-0.30362,0.21007,0.36896,-0.62692,-0.25758,0.09369,0.72566,0.47197,-0.48306,2.73089,0.94938,-0.43654,-0.28748,-0.39926,-0.6046,-0.55699,0.26086,0.1781,-0.32204,-0.35766,-0.40477,0.73703,-0.15154,1.22027,-0.17715,-0.31114,-0.11525,-0.30284,-0.73548,1.91688,-0.22971,3.91648,0.44078,-0.21732,3.16546,0.97498,-0.59275,0.72364,1.76218,-0.03538,-0.63315,-0.33997,-0.07342,-0.28912,-0.49881,-0.41462,-0.14672,-0.08602,0.85292,-0.66622,-0.05882,0.8604,0.18482,-0.278,-0.25333,0.25667,0.30069,2.57354,0.04692,2.66245,-0.19551,-0.386,-0.52568,0.71054,0.36837,0.7111,-1.0155,-0.66686,-0.26015,-0.85113,1.08236,0.91631,0.21688,-0.00716,0.58379,0.56744,-0.3012,-0.4775,0.14137,0.13621,-0.42803,0.50264,0.23419,-0.52795,-0.49444,-0.64452,-0.26499,-0.38818,-0.68171,1.37066,-0.01589,5.2925,-0.18229,-0.09372,before Th
-0.34425,-0.29784,-0.17445,0.88602,2.30285,-0.23995,0.11256,1.06379,-0.38563,-0.28205,0.00151,-0.41936,-0.45654,-0.29241,-0.13911,0.03285,-0.78508,-0.42595,-0.26709,-0.28896,-0.54433,-0.39541,-0.4033,-0.59766,-0.17577,0.58122,4.10451,-0.6501,-0.09726,-0.24376,3.88157,-0.04018,-0.27987,-0.02366,-0.65402,-0.24667,-0.0195,-0.24967,0.32579,-0.41247,-0.49471,-0.25972,0.77211,-0.4609,-0.3694,-0.31014,0.86096,-0.18999,-0.12536,-0.35222,-0.25233,-0.39615,-0.33333,1.62291,-0.30161,-0.24974,0.01505,0.8078,-0.19634,-0.07858,-0.24628,-0.77773,-0.48083,-0.41938,-0.4273,0.21085,1.3592,-0.30325,-0.38856,-0.53679,-0.11014,-0.04917,1.72973,0.29351,0.10586,-0.74811,0.13506,-0.11181,-0.51256,0.53106,-0.24935,0.56304,-0.21117,-0.47579,0.01352,0.53806,-0.37674,0.99767,-0.00033,1.13007,-0.42923,0.0089,-0.56103,4.63088,1.06221,-0.5577,0.11514,0.11844,-0.31905,-0.07136,before Th
-0.34307,1.43504,-0.82613,-0.05119,0.00566,-0.3153,-0.32285,-0.88818,-0.40384,-0.64957,-0.17327,-0.29289,0.92405,2.29928,-0.14304,-0.03978,-0.4182,-0.34059,-0.28932,-0.25967,2.84807,2.36642,-0.29253,-0.47073,-0.2797,-0.45449,3.4386,-0.48762,0.07665,-0.28912,1.4407,0.62302,-0.04646,-0.15891,-0.61642,1.12969,-0.13256,-0.283,-0.78624,0.58645,0.96866,5.73676,2.66547,0.73366,0.04887,-0.20775,-0.67983,-0.23246,-0.06255,-0.17901,-0.34602,-0.30722,-0.15213,4.30833,-0.45171,-0.20038,0.29687,2.52626,0.44232,1.81763,-0.04211,-0.3179,-0.14267,0.76371,4.7944,0.40854,-0.4718,-0.36369,-0.54186,2.49713,-0.55157,-0.07695,-1.02138,-0.74755,-0.47091,0.55656,-0.56086,-0.72389,-0.50781,1.9545,-0.0667,-0.36143,0.36265,-0.4223,-0.736,-0.19355,0.96092,-0.62731,1.69976,-0.772,2.19241,-0.5359,-0.47379,2.28611,-0.52342,0.06555,0.53426,0.42853,-0.32775,0.47292,before Th
-0.32032,-0.44441,-0.93167,0.06672,0.22814,-0.28012,-0.12241,-1.02542,-0.31242,0.71288,-0.1434,-0.3744,-0.58098,-0.48509,-0.45249,1.88452,1.79023,-0.26452,-0.31892,-0.34641,2.67847,0.99381,3.96172,0.32749,-0.39612,-0.33327,-0.35384,-0.47454,-0.15849,-0.49609,-0.88943,1.04473,-0.01348,-0.47943,-0.65846,-0.3963,-0.10505,1.06286,0.04673,3.44476,-0.63601,-0.39166,-0.72734,3.52966,-0.52025,0.19582,1.11654,-0.06112,0.21408,-0.45574,-0.84139,-0.08463,-0.31838,0.4149,-0.69521,4.10935,0.56813,-0.80795,-0.40382,-0.48087,-0.29963,-0.72738,-0.15624,-0.81637,1.40278,1.07034,-0.31199,-0.39067,0.16256,-0.0499,-0.11934,0.63687,-1.03532,1.27489,-0.48086,1.98627,-0.05095,0.19529,-0.12641,0.04291,-0.20662,-0.6147,2.41291,2.05867,0.05439,0.14624,-0.45773,-0.62989,0.95863,-0.04673,5.26749,-0.58654,1.45664,-0.28292,-0.53575,0.00874,1.36578,-0.44263,-0.31224,-0.52844,before Th
-0.27787,-0.36883,-0.10874,1.78648,-0.4717,-0.27053,-0.29996,0.64639,-0.28046,-0.08046,-0.1168,-0.4385,-0.44359,-0.40485,-0.08857,0.20128,-0.3062,-0.28569,-0.1697,-0.35205,-0.30485,0.10607,-0.16811,-0.10424,-0.44633,-0.22943,1.95688,-0.52705,1.16887,-0.6596,1.45103,-0.32132,-0.28736,-0.11884,-0.74897,-0.10265,-0.28224,-0.23973,-0.50688,-0.42352,-0.8345,-0.329,0.05208,1.28424,0.16385,-0.29144,-0.31444,0.01848,2.21557,0.13408,0.06208,-0.26858,-0.19555,-0.41696,2.3836,-0.6117,-0.44648,0.22468,2.37277,1.20194,-0.28154,-0.73126,-0.26154,0.10993,0.43196,0.10895,-0.56211,-0.18135,-0.62212,2.42008,1.39478,1.65083,1.63802,2.11,-0.42687,2.53459,-0.3549,-0.71799,-0.28126,0.45416,-0.36606,0.17814,-0.32596,0.28608,0.46713,-0.32173,-0.22165,-0.13639,1.16699,5.15893,-0.05107,-0.50346,-0.6188,1.15945,-0.67373,0.23869,0.39819,-0.37955,-0.47303,0.3427,before Th
-0.33939,-0.5458,-0.97549,-0.3508,-0.19121,1.53725,4.38868,1.14945,-0.35834,0.03425,-0.279,-0.40481,-0.3685,0.08881,2.30995,-0.5857,-0.99707,-0.44514,1.05326,4.64119,-0.36861,-0.71926,-0.4325,-0.56597,-0.56188,0.71791,-0.42569,-0.64378,-0.17253,3.62411,0.35263,-0.21267,4.56132,2.32702,0.86847,0.69095,1.39373,0.08715,-0.33442,-0.32501,-0.8857,0.57304,-0.36704,1.8689,-0.5378,5.34833,2.94594,-0.32104,-0.42983,5.76469,-0.8412,-0.57212,2.1987,2.47765,0.83787,-0.0388,4.40349,1.24339,-0.0218,-0.21158,-0.15568,-0.66488,1.14831,-0.83839,0.21796,-0.32741,-0.42162,3.26196,-0.70698,1.76745,-0.44326,-0.77529,-0.51824,0.12474,-0.01667,0.63992,0.96986,3.72066,2.61031,-0.01814,-0.2919,1.93326,-0.1441,-0.47547,0.87436,-0.70319,6.04211,-0.60805,-0.24148,1.64915,3.34663,-0.04595,-0.4679,-0.37209,2.55033,3.44041,4.66839,-0.50337,3.43836,-0.97587,before Th
-0.33814,-0.40247,1.25938,-0.38697,-0.60515,0.09628,-0.30545,0.40345,-0.39023,1.3198,-0.19468,1.40803,4.53543,4.14269,0.60679,-0.4904,1.20056,-0.38327,7.12244,1.4959,-0.60949,-0.65147,-0.15271,-0.45011,-0.55106,3.43292,-0.4565,-0.56663,-0.00621,-0.61473,-0.46744,5.0195,-0.30694,0.76108,0.20468,-0.46951,-0.13888,2.22834,-0.75401,-0.27722,-0.42915,0.45529,-0.81716,1.9182,-0.48626,1.25598,2.94811,5.74669,-0.44607,0.07047,-0.71922,-0.44801,-0.32234,-0.28131,-0.31811,1.16218,1.18994,2.08862,0.14326,-0.62949,4.19418,3.17716,2.53248,-0.45285,0.01217,0.00676,0.81012,0.93392,-0.36472,-0.44637,-0.11595,-0.77593,-0.61188,1.56469,0.33942,-0.6375,2.35872,0.1135,-0.26217,-0.6942,-0.06102,2.45831,-0.29761,5.07977,2.35886,-0.47637,0.34028,2.19166,0.22339,-0.07498,0.90624,-0.61023,-0.29532,-0.16409,0.74231,3.22909,0.60219,-0.23214,2.51144,0.27484,before Th
-0.20521,-0.18582,-0.57809,0.05004,-0.54993,-0.20881,4.69166,-1.00406,1.77256,-0.34959,-0.28822,-0.28682,-0.46423,1.70343,-0.34563,-0.58013,-0.85806,-0.4374,-0.04048,-0.26623,-0.23545,0.64327,1.03023,4.13627,-0.41982,-0.33668,-0.47864,1.23757,-0.13477,-0.36002,-0.93707,-0.2584,-0.13129,-0.2227,-0.78004,-0.34456,-0.32992,-0.2641,-0.70701,3.8565,-0.45161,-0.10818,-0.49091,-0.49064,-0.32741,-0.33853,-0.5323,-0.04801,-0.431,-0.30834,-0.12133,-0.52297,-0.33578,-0.41832,1.02674,-0.21082,0.9814,1.20397,0.31452,3.14287,-0.2432,-0.78267,1.36112,0.79356,0.59603,0.08553,-0.4434,-0.33346,0.09738,0.78683,-0.18801,0.1595,0.59269,-0.40622,-0.11597,-0.55028,-0.65925,-0.18934,0.23033,-0.51069,2.15312,-0.10636,2.50983,-0.23347,-0.74594,-0.15487,0.78594,-0.58064,5.06383,1.34779,1.04915,-0.45985,2.45581,-0.04923,-0.65125,0.19027,-0.01387,-0.43447,-0.29995,0.5047,before Th
-0.34315,-0.42555,-0.03415,-0.42902,2.07637,0.69265,-0.35972,-0.36635,-0.34378,3.609,6.86114,6.36477,0.52536,0.8849,1.51663,-0.23321,-0.05356,-0.54393,3.32317,3.11161,-0.63087,0.31644,-0.25745,0.3838,-0.54876,5.47423,-0.2936,-0.0942,6.85124,-0.70138,0.16521,-0.03386,4.68473,1.7896,1.48269,-0.633,0.97572,5.90069,0.89728,2.97938,-0.63573,-0.3474,-0.55798,-0.23833,-0.57414,6.04424,0.3472,-0.15043,-0.47512,1.44139,0.00782,-0.56512,3.04151,-0.54879,0.64403,0.21731,4.58589,-0.48679,-0.58043,2.55595,-0.40288,0.33186,3.67862,-0.08605,0.30804,-0.08253,0.95014,0.70505,-0.67614,1.85222,-0.40376,-0.30321,1.11187,1.49987,1.3838,2.59953,6.92964,3.32808,0.27214,-0.70716,-0.06883,3.17793,1.89318,0.61571,-0.08279,-0.15641,1.68354,6.94598,-0.17616,1.08341,0.65048,-0.66225,-0.05768,-0.42682,-0.78967,1.52857,3.06009,-0.51726,0.03961,0.2203,before Th
2.23253,-0.42246,-0.33893,-0.63196,-0.19481,-0.37567,-0.34249,-0.72385,0.72069,-0.61538,-0.28092,0.38329,-0.34085,0.33246,-0.48531,-0.62475,-0.81072,-0.20652,-0.04223,-0.40859,-0.53359,-0.2029,-0.28507,-0.54012,0.90077,-0.55711,-0.36388,-0.46055,0.17378,0.4867,0.57679,-0.15596,-0.40734,-0.28385,-0.80023,2.09998,-0.16666,-0.25261,1.0023,-0.10709,-0.58468,1.13602,-0.44918,-0.55497,3.75622,-0.32007,0.58214,2.06193,-0.42332,-0.17477,-0.15626,0.72443,-0.31118,0.31602,1.39759,-0.18159,0.6623,2.33564,0.11307,-0.59185,0.06892,-0.07522,-0.47605,0.46247,-0.18271,-0.39518,-0.41905,-0.34861,-0.13749,-0.55711,0.2554,-0.74102,-0.97922,-0.80255,-0.38441,0.84596,0.40394,0.38694,-0.12166,-0.55266,0.83633,1.0766,0.52026,0.03332,-0.18336,1.30538,0.20702,-0.61824,-0.25941,-0.86754,-0.08126,3.11656,-0.6836,-0.36495,-0.07563,0.38513,0.19817,-0.43326,0.07063,-0.19639,before Th
-0.35162,-0.73287,-0.98065,-0.83702,-0.78821,-0.38563,-0.32068,-0.97469,-0.44698,-0.73103,-0.05275,-0.51146,-0.70146,-0.70534,-0.47533,-0.62924,-1.05924,-0.50968,-0.3266,-0.40354,-0.71186,-0.81809,-0.19064,-0.8006,-0.65432,-0.60348,-0.40477,-0.54979,-0.32879,-0.4154,-1.03203,-0.43277,-0.38387,-0.48537,-0.50741,-0.64234,-0.37275,-0.43747,-1.08616,-0.63517,-0.96618,-0.53129,-0.88554,-0.29397,-0.63884,-0.33052,-0.70838,-0.30429,0.0732,-0.47536,-0.7025,-0.48548,-0.33045,-0.31373,-0.78508,-0.31052,-0.47102,-0.34189,-0.72875,-0.87051,-0.44719,-0.52438,-0.49853,-0.88682,-0.25277,-0.49532,-0.66016,-0.44366,-0.75925,-0.5758,-0.69894,-0.46559,-1.07479,-0.98477,0.5051,-0.9977,-0.61563,-0.70229,-0.45077,-0.53752,-0.42773,-0.80139,-0.3557,-0.76129,-0.87632,-0.7109,-0.53918,-0.29677,-0.30692,-0.69309,-0.65404,-0.70423,-0.69509,-0.42252,-0.78205,-0.8113,-0.77974,-0.46655,-0.27592,-0.94206,before Th
